,network_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,total_nodes,learning_time,n_network,E,num_nodes,Win_strength,Win_sparsity,n_neighbors,leak_rate
0,Combined_Network_narma03,0.0586,0.1124,0.1832,0.1699,0.1047737,0.0894841,4,0.0,1,4,4,1.5,0.5,5,0.9
1,Combined_Network_narma03,0.4796,0.4467,0.1514,0.1562,0.0715737,0.0756499,54,0.06,11,54,4,1.5,0.5,5,0.9
2,Combined_Network_narma03,0.5414,0.4836,0.1463,0.1527,0.0668315,0.0722997,102,0.01,21,102,4,1.5,0.5,5,0.9
3,Combined_Network_narma03,0.5696,0.5145,0.1436,0.1503,0.0644098,0.07006,133,0.01,31,133,4,1.5,0.5,5,0.9
4,Combined_Network_narma03,0.6278,0.5597,0.138,0.1465,0.0594605,0.0665852,177,0.01,41,177,4,1.5,0.5,5,0.9
5,Combined_Network_narma03,0.7053,0.6394,0.1275,0.1383,0.0507782,0.059353,222,0.01,51,222,4,1.5,0.5,5,0.9
6,Combined_Network_narma03,0.7234,0.6406,0.1249,0.1375,0.0487259,0.0586134,272,0.0,61,272,4,1.5,0.5,5,0.9
7,Combined_Network_narma03,0.7961,0.7218,0.1113,0.1254,0.0386898,0.0487504,329,0.01,71,329,4,1.5,0.5,5,0.9
8,Combined_Network_narma03,0.8086,0.7402,0.1081,0.1224,0.036473,0.0464791,370,0.01,81,370,4,1.5,0.5,5,0.9
9,Combined_Network_narma03,0.8276,0.756,0.1045,0.1206,0.034092,0.0450906,406,0.18,91,406,4,1.5,0.5,5,0.9
10,Combined_Network_narma03,0.8294,0.7621,0.1036,0.1192,0.033512,0.0440464,450,0.04,101,450,4,1.5,0.5,5,0.9
11,Combined_Network_narma03,0.854,0.799,0.0975,0.1127,0.0297012,0.0393945,518,0.02,111,518,4,1.5,0.5,5,0.9
12,Combined_Network_narma03,0.8616,0.811,0.0953,0.1108,0.0283502,0.0380385,579,0.02,121,579,4,1.5,0.5,5,0.9
13,Combined_Network_narma03,0.8631,0.8136,0.0948,0.1103,0.0280893,0.0377251,626,0.04,131,626,4,1.5,0.5,5,0.9
14,Combined_Network_narma03,0.8716,0.8184,0.0925,0.1088,0.0266966,0.0367232,675,0.1,141,675,4,1.5,0.5,5,0.9
15,Combined_Network_narma03,0.8818,0.8317,0.0896,0.1058,0.0250832,0.0347149,720,0.06,151,720,4,1.5,0.5,5,0.9
16,Combined_Network_narma03,0.9055,0.8633,0.08,0.096,0.019972,0.0285987,772,0.18,161,772,4,1.5,0.5,5,0.9
17,Combined_Network_narma03,0.9157,0.8734,0.0756,0.0916,0.0178666,0.0260323,851,0.07,171,851,4,1.5,0.5,5,0.9
18,Combined_Network_narma03,0.9198,0.8777,0.074,0.0899,0.0171195,0.0250656,899,0.05,181,899,4,1.5,0.5,5,0.9
19,Combined_Network_narma03,0.9217,0.8779,0.0733,0.0895,0.0167677,0.0248331,980,0.06,191,980,4,1.5,0.5,5,0.9
20,Combined_Network_narma03,0.925,0.8828,0.0713,0.0874,0.0158631,0.0236636,1047,0.14,201,1047,4,1.5,0.5,5,0.9
21,Combined_Network_narma03,0.9278,0.8868,0.0698,0.0856,0.015217,0.0227279,1122,0.07,211,1122,4,1.5,0.5,5,0.9
22,Combined_Network_narma03,0.9306,0.8884,0.0685,0.0845,0.0146561,0.0221334,1177,0.08,221,1177,4,1.5,0.5,5,0.9
23,Combined_Network_narma03,0.9363,0.8926,0.0658,0.0822,0.0135342,0.0209563,1251,0.08,231,1251,4,1.5,0.5,5,0.9
24,Combined_Network_narma03,0.9403,0.898,0.0642,0.0804,0.0128688,0.0200312,1331,0.1,241,1331,4,1.5,0.5,5,0.9
25,Combined_Network_narma03,0.9403,0.8971,0.064,0.0805,0.0128028,0.0200887,1401,0.13,251,1401,4,1.5,0.5,5,0.9
26,Combined_Network_narma03,0.9418,0.8993,0.0633,0.0796,0.0125211,0.0196365,1462,0.16,261,1462,4,1.5,0.5,5,0.9
27,Combined_Network_narma03,0.9464,0.8989,0.0609,0.0788,0.0115822,0.019263,1567,0.2,271,1567,4,1.5,0.5,5,0.9
28,Combined_Network_narma03,0.9483,0.9003,0.0598,0.0783,0.0111678,0.0189935,1637,0.17,281,1637,4,1.5,0.5,5,0.9
29,Combined_Network_narma03,0.95,0.9036,0.0586,0.0768,0.0107081,0.0182718,1712,0.21,291,1712,4,1.5,0.5,5,0.9
30,Combined_Network_narma03,0.9506,0.9042,0.0582,0.0765,0.010572,0.0181456,1766,0.24,301,1766,4,1.5,0.5,5,0.9
31,Combined_Network_narma03,0.9513,0.904,0.0578,0.0763,0.0104294,0.0180721,1829,0.26,311,1829,4,1.5,0.5,5,0.9
32,Combined_Network_narma03,0.9533,0.9061,0.0563,0.0753,0.0099118,0.0175827,1909,0.29,321,1909,4,1.5,0.5,5,0.9
33,Combined_Network_narma03,0.954,0.9065,0.056,0.0751,0.0097852,0.0174841,1978,0.28,331,1978,4,1.5,0.5,5,0.9
34,Combined_Network_narma03,0.9559,0.9081,0.0549,0.074,0.0094055,0.0169612,2043,0.31,341,2043,4,1.5,0.5,5,0.9
35,Combined_Network_narma03,0.957,0.9089,0.0541,0.0736,0.0091505,0.0167767,2130,0.34,351,2130,4,1.5,0.5,5,0.9
36,Combined_Network_narma03,0.9574,0.9086,0.0539,0.0737,0.0090729,0.0168315,2228,0.37,361,2228,4,1.5,0.5,5,0.9
37,Combined_Network_narma03,0.9584,0.9075,0.0533,0.0739,0.0088814,0.0169151,2307,0.49,371,2307,4,1.5,0.5,5,0.9
38,Combined_Network_narma03,0.9594,0.9111,0.0526,0.0726,0.0086465,0.0163343,2359,0.44,381,2359,4,1.5,0.5,5,0.9
39,Combined_Network_narma03,0.9604,0.9122,0.052,0.0721,0.0084357,0.0161429,2448,0.52,391,2448,4,1.5,0.5,5,0.9
40,Combined_Network_narma03,0.9622,0.915,0.0504,0.0709,0.0079434,0.0155747,2508,0.48,401,2508,4,1.5,0.5,5,0.9
41,Combined_Network_narma03,0.9626,0.9157,0.0502,0.0706,0.0078729,0.015472,2565,0.54,411,2565,4,1.5,0.5,5,0.9
42,Combined_Network_narma03,0.9636,0.9176,0.0495,0.0698,0.0076626,0.0151268,2666,0.59,421,2666,4,1.5,0.5,5,0.9
43,Combined_Network_narma03,0.9644,0.9186,0.049,0.0694,0.0075102,0.0149522,2740,0.69,431,2740,4,1.5,0.5,5,0.9
44,Combined_Network_narma03,0.9652,0.9186,0.0485,0.0692,0.007346,0.014844,2796,0.63,441,2796,4,1.5,0.5,5,0.9
45,Combined_Network_narma03,0.9656,0.9179,0.0481,0.0693,0.0072219,0.0149049,2879,0.69,451,2879,4,1.5,0.5,5,0.9
46,Combined_Network_narma03,0.9663,0.9202,0.0475,0.0685,0.0070482,0.0145337,2972,0.8,461,2972,4,1.5,0.5,5,0.9
47,Combined_Network_narma03,0.9667,0.9201,0.0473,0.0686,0.0069851,0.0145731,3040,0.78,471,3040,4,1.5,0.5,5,0.9
48,Combined_Network_narma03,0.9675,0.9209,0.0468,0.0682,0.0068272,0.0144246,3126,0.9,481,3126,4,1.5,0.5,5,0.9
49,Combined_Network_narma03,0.9687,0.9242,0.0458,0.0669,0.0065646,0.0138921,3196,0.94,491,3196,4,1.5,0.5,5,0.9
50,Combined_Network_narma03,0.9691,0.9236,0.0456,0.0671,0.0064867,0.0139459,3271,1.0,500,3271,4,1.5,0.5,5,0.9
