reservoir_name,reservoir_E,train_ridge_score,train_cor,train_r2,train_rmse,train_nmse,test_ridge_score,test_cor,test_r2,test_rmse,test_nmse,washout_data,learnmodel_time,testing_time,E,delay_tp,temporal_cor,temporal_r2,temporal_rmse,temporal_nmse,ridge_train_cor,ridge_train_r2,ridge_train_score,ridge_train_rmse,ridge_train_nmse,ridge_test_cor,ridge_test_r2,ridge_test_rmse,ridge_test_nmse
Tetrahymena Reservoir,3,0.5639,0.7514,0.5647,0.613659,0.427732,0.2831,0.5793,0.3356,0.786764,0.703083,0,0.0,0.0,3,0,0.9999999999999999,0.9999999999999998,0.0,0.0,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.0023286159301785,6.1590409433328854e-06,0.9999999999999999,0.9999999999999998,0.0023286159301785,6.1590409433328854e-06
Tetrahymena Reservoir,3,0.5776,0.7605,0.5783,0.60459,0.414284,0.3085,0.6064,0.3677,0.773526,0.678152,0,0.0,0.0,3,1,0.9739794903922716,0.9486360477047892,0.21217269591255936,0.05103888384234209,0.9739794903922712,0.9486360477047883,0.9739794903922712,0.21083061263231834,0.050378353599848325,0.9739794903922712,0.9486360477047883,0.21083061263231834,0.050378353599848325
Tetrahymena Reservoir,3,0.5761,0.7595,0.5768,0.606292,0.41575,0.329,0.6235,0.3887,0.762777,0.658058,0,0.0,0.0,3,2,0.9035436913188754,0.8163912021221391,0.4089421884443591,0.189191171584578,0.903543691318875,0.8163912021221386,0.903543691318875,0.399027574826067,0.18008375335384633,0.903543691318875,0.8163912021221386,0.399027574826067,0.18008375335384633
Tetrahymena Reservoir,3,0.5593,0.7483,0.56,0.618857,0.432254,0.3424,0.6289,0.3955,0.755966,0.645005,0,0.0,0.0,3,3,0.8004352670861511,0.640696616795278,0.5888532062002626,0.3914732197227896,0.8004352670861514,0.6406966167952786,0.8004352670861514,0.5587982810451975,0.3524267530881158,0.8004352670861514,0.6406966167952786,0.5587982810451975,0.3524267530881158
Tetrahymena Reservoir,3,0.5288,0.7277,0.5295,0.640636,0.462212,0.3464,0.6229,0.388,0.754492,0.641104,0,0.0,0.0,3,4,0.6807148493705114,0.46337270615351805,0.7456106044429452,0.626486215244305,0.6807148493705117,0.4633727061535185,0.6807148493705117,0.683649390912061,0.5263634000236317,0.6807148493705117,0.4633727061535185,0.683649390912061,0.5263634000236317
Tetrahymena Reservoir,3,0.4871,0.6986,0.488,0.669014,0.503008,0.3448,0.6103,0.3725,0.756154,0.642577,0,0.0,0.0,3,5,0.5589727124174756,0.31245049322734986,0.8771980286173424,0.8653962749373312,0.5589727124174763,0.31245049322735063,0.5589727124174763,0.7745858438937577,0.6742849532921708,0.5589727124174763,0.31245049322735063,0.7745858438937577,0.6742849532921708
Tetrahymena Reservoir,3,0.4439,0.6672,0.4452,0.697225,0.545267,0.3337,0.5914,0.3498,0.763141,0.653241,0,0.0,0.0,3,6,0.44705460839294253,0.19985782288536721,0.9831446962033547,1.084684509508999,0.4470546083929425,0.19985782288536716,0.4470546083929425,0.8363031079492091,0.7844975032608684,0.4470546083929425,0.19985782288536716,0.8363031079492091,0.7844975032608684
Tetrahymena Reservoir,3,0.4052,0.638,0.407,0.721537,0.582984,0.318,0.5711,0.3262,0.772592,0.668406,0,0.0,0.0,3,7,0.3509699003808775,0.12317987097336308,1.0658753460580566,1.2726626328161617,0.35096990038087755,0.12317987097336311,0.35096990038087755,0.8760280249635571,0.8593616442016847,0.35096990038087755,0.12317987097336311,0.8760280249635571,0.8593616442016847
Tetrahymena Reservoir,3,0.3751,0.6145,0.3776,0.739996,0.612239,0.2961,0.5481,0.3004,0.785343,0.689575,0,0.0,0.0,3,8,0.27269961247349245,0.07436507864319296,1.128657857896329,1.4260591296783418,0.27269961247349245,0.07436507864319296,0.27269961247349245,0.9006034555461374,0.9068379752923923,0.27269961247349245,0.07436507864319296,0.9006034555461374,0.9068379752923923
Tetrahymena Reservoir,3,0.3527,0.5966,0.3559,0.753666,0.63394,0.2709,0.5231,0.2736,0.799883,0.714074,0,0.0,0.0,3,9,0.2103176915436145,0.044233531376234966,1.1762207460573935,1.5490148440051852,0.2103176915436145,0.044233531376234966,0.2103176915436145,0.9158022668847391,0.9360385181535832,0.2103176915436145,0.044233531376234966,0.9158022668847391,0.9360385181535832
Tetrahymena Reservoir,3,0.3342,0.5813,0.3379,0.765118,0.651963,0.2414,0.494,0.244,0.81671,0.742849,0,0.0,0.0,3,10,0.1608454801328989,0.025871268479182776,1.2127383329929955,1.6473191423957048,0.1608454801328988,0.025871268479182738,0.1608454801328988,0.925461036133141,0.953853422141474,0.1608454801328988,0.025871268479182738,0.925461036133141,0.953853422141474
Tetrahymena Reservoir,3,0.3154,0.5652,0.3194,0.776703,0.67038,0.2111,0.463,0.2144,0.833779,0.772526,0,0.0,0.0,3,11,0.12116490851084488,0.01468093505444141,1.2414832130122149,1.7265973456610053,0.12116490851084487,0.014680935054441407,0.12116490851084487,0.9317928592397329,0.9648270369245822,0.12116490851084487,0.014680935054441407,0.9317928592397329,0.9648270369245822
Tetrahymena Reservoir,3,0.2962,0.5479,0.3002,0.788372,0.68932,0.1797,0.4297,0.1846,0.851084,0.803348,0,0.0,0.0,3,12,0.08829685687319123,0.007796334933684818,1.265032080872423,1.7922188899742926,0.08829685687319126,0.007796334933684823,0.08829685687319126,0.9360407504434086,0.9717356040143251,0.08829685687319126,0.007796334933684823,0.9360407504434086,0.9717356040143251
Tetrahymena Reservoir,3,0.2749,0.528,0.2788,0.80076,0.710426,0.1531,0.3994,0.1595,0.865395,0.829741,0,0.0,0.0,3,13,0.05938247801792219,0.003526278695549012,1.2854876325816975,1.8490787356861125,0.0593824780179222,0.0035262786955490132,0.0593824780179222,0.9387242590967716,0.9763145728666037,0.0593824780179222,0.0035262786955490132,0.9387242590967716,0.9763145728666037
Tetrahymena Reservoir,3,0.2543,0.5079,0.2579,0.812176,0.73109,0.1254,0.366,0.1339,0.879565,0.857447,0,0.0,0.0,3,14,0.032014823813377204,0.0010249489438015841,1.3044209134499962,1.9014329902321914,0.0320148238133772,0.0010249489438015837,0.0320148238133772,0.9400116736712073,0.9793485968733797,0.0320148238133772,0.0010249489438015837,0.9400116736712073,0.9793485968733797
Tetrahymena Reservoir,3,0.2364,0.4897,0.2398,0.821072,0.749143,0.0978,0.3312,0.1097,0.892499,0.885151,0,0.0,0.0,3,15,0.004380013351663057,1.9184516960746642e-05,1.322821559378173,1.9519351505054323,0.004380013351663117,1.9184516960747174e-05,0.004380013351663117,0.9396329387756988,0.9811123668561482,0.004380013351663117,1.9184516960747174e-05,0.9396329387756988,0.9811123668561482
Tetrahymena Reservoir,3,0.2205,0.4729,0.2236,0.828008,0.765499,0.0717,0.2964,0.0878,0.903598,0.911645,0,0.0,0.0,3,16,-0.024104216891086803,0.0005810132719325543,1.3410543748695056,2.0017130075680356,0.024104216891086702,0.0005810132719325495,0.024104216891086702,0.9375627400726454,0.9814671744848791,0.024104216891086702,0.0005810132719325495,0.9375627400726454,0.9814671744848791
Tetrahymena Reservoir,3,0.2035,0.4542,0.2063,0.834327,0.782984,0.046,0.2596,0.0674,0.91312,0.937857,0,0.0,0.0,3,17,-0.05366334422271265,0.002879754513165347,1.3589509095728194,2.050977175310224,0.053663344222712635,0.0028797545131653457,0.053663344222712635,0.93351973138614,0.980229177785081,0.053663344222712635,0.0028797545131653457,0.93351973138614,0.980229177785081
Tetrahymena Reservoir,3,0.1856,0.4338,0.1881,0.840349,0.801443,0.023,0.2232,0.0498,0.920438,0.961484,0,0.0,0.0,3,18,-0.08401750106700213,0.007058940485543705,1.3764899455595299,2.100443629081519,0.08401750106700205,0.007058940485543691,0.08401750106700205,0.9279200488818171,0.9771786160641353,0.08401750106700205,0.007058940485543691,0.9279200488818171,0.9771786160641353
Tetrahymena Reservoir,3,0.1612,0.4042,0.1634,0.84925,0.826362,0.0075,0.1899,0.0361,0.923778,0.977766,0,0.0,0.0,3,19,-0.11423288655468805,0.01304915237061623,1.3932536384638816,2.149343297023904,0.11423288655468807,0.013049152370616234,0.11423288655468807,0.9212084316879773,0.9723333837129032,0.11423288655468807,0.013049152370616234,0.9212084316879773,0.9723333837129032
Tetrahymena Reservoir,3,0.1334,0.3677,0.1352,0.860117,0.854598,-0.0033,0.1568,0.0246,0.925501,0.989465,0,0.0,0.0,3,20,-0.14259514804043588,0.020333376244673827,1.4087434083044694,2.1967332044055365,0.14259514804043605,0.02033337624467387,0.14259514804043605,0.9145169922132808,0.9661186324024711,0.14259514804043605,0.02033337624467387,0.9145169922132808,0.9661186324024711
Tetrahymena Reservoir,3,0.1027,0.3225,0.104,0.872648,0.885726,-0.0081,0.1282,0.0164,0.924935,0.995047,0,0.0,0.0,3,21,-0.16749750153840454,0.02805541302160783,1.4219111327314657,2.239931751419488,0.16749750153840456,0.02805541302160784,0.16749750153840456,0.9082065060921898,0.9593781918696019,0.16749750153840456,0.02805541302160784,0.9082065060921898,0.9593781918696019
Tetrahymena Reservoir,3,0.0738,0.2734,0.0747,0.884484,0.915017,-0.0073,0.1057,0.0112,0.92236,0.995063,0,0.0,0.0,3,22,-0.18781920291421483,0.03527605298333101,1.4321367479948393,2.276835126533652,0.18781920291421464,0.03527605298333093,0.18781920291421464,0.9026746401463531,0.9530417915109083,0.18781920291421464,0.03527605298333093,0.9026746401463531,0.9530417915109083
Tetrahymena Reservoir,3,0.0487,0.2221,0.0493,0.894384,0.940517,-0.0043,0.0874,0.0076,0.918942,0.992876,0,0.0,0.0,3,23,-0.2019568615505003,0.04078657392732794,1.4379282967604343,2.30464912024234,0.2019568615505002,0.0407865739273279,0.2019568615505002,0.8980990822009621,0.9483471709130566,0.2019568615505002,0.0407865739273279,0.8980990822009621,0.9483471709130566
Tetrahymena Reservoir,3,0.0295,0.1729,0.0299,0.901679,0.960193,0.0004,0.0783,0.0061,0.91512,0.989034,0,0.0,0.0,3,24,-0.2088028149323669,0.043598615523680266,1.4394057001853207,2.3197762705086995,0.2088028149323668,0.04359861552368022,0.2088028149323668,0.8951124034460176,0.9462586497422543,0.2088028149323668,0.04359861552368022,0.8951124034460176,0.9462586497422543
Tetrahymena Reservoir,3,0.0161,0.1275,0.0163,0.906181,0.974177,0.0056,0.082,0.0067,0.911005,0.984578,0,0.0,0.0,3,25,-0.2082622667797349,0.04337317176423346,1.437186647319371,2.318155971806649,0.2082622667797348,0.04337317176423343,0.2082622667797348,0.8935251827189251,0.9471565744424265,0.2082622667797348,0.04337317176423343,0.8935251827189251,0.9471565744424265
Tetrahymena Reservoir,3,0.0078,0.0884,0.0078,0.908428,0.983078,0.0117,0.1116,0.0125,0.906633,0.979196,0,0.0,0.0,3,26,-0.2010556853600356,0.04042338861559363,1.4318731000726221,2.301428696214655,0.20105568536003546,0.040423388615593574,0.20105568536003546,0.8933517791341264,0.9507185689731954,0.20105568536003546,0.040423388615593574,0.8933517791341264,0.9507185689731954
Tetrahymena Reservoir,3,0.0043,0.0653,0.0043,0.908761,0.987164,0.019,0.1773,0.0314,0.902001,0.972532,0,0.0,0.0,3,27,-0.188499350753931,0.03553200523465351,1.4242040322959963,2.272879728648441,0.18849935075393096,0.03553200523465349,0.18849935075393096,0.8943747933674673,0.9561566283376345,0.18849935075393096,0.03553200523465349,0.8943747933674673,0.9561566283376345
Tetrahymena Reservoir,3,0.0051,0.0714,0.0051,0.907552,0.986887,0.027,0.2259,0.051,0.897493,0.965131,0,0.0,0.0,3,28,-0.17266971690418526,0.02981483113577148,1.414987079300729,2.238386864790731,0.17266971690418517,0.02981483113577145,0.17266971690418517,0.8961994225656545,0.9623507482977184,0.17266971690418517,0.02981483113577145,0.8961994225656545,0.9623507482977184
Tetrahymena Reservoir,3,0.0094,0.0973,0.0095,0.90561,0.982997,0.0359,0.241,0.0581,0.893402,0.956673,0,0.0,0.0,3,29,-0.15479805440340627,0.023962437647079927,1.4048197839438137,2.2024679782035634,0.15479805440340622,0.02396243764707991,0.15479805440340622,0.8989289794881937,0.9685462783071989,0.15479805440340622,0.02396243764707991,0.8989289794881937,0.9685462783071989
Tetrahymena Reservoir,3,0.0155,0.1251,0.0156,0.903688,0.97715,0.0431,0.2447,0.0599,0.890912,0.949717,0,0.0,0.0,3,30,-0.1364551119627436,0.01861999758076489,1.3944964532120394,2.1682937860417293,0.13645511196274349,0.01861999758076486,0.13645511196274349,0.902242787748553,0.9740278118530642,0.13645511196274349,0.01861999758076486,0.902242787748553,0.9740278118530642
Tetrahymena Reservoir,3,0.0227,0.1516,0.023,0.901416,0.969993,0.0507,0.2518,0.0634,0.888406,0.942197,0,0.0,0.0,3,31,-0.11897533948846806,0.014155131406396227,1.3841057620312598,2.137471758511342,0.118975339488468,0.014155131406396213,0.118975339488468,0.9053424365496334,0.9784623499439085,0.118975339488468,0.014155131406396213,0.9053424365496334,0.9784623499439085
Tetrahymena Reservoir,3,0.0304,0.1756,0.0308,0.898749,0.962228,0.0557,0.2536,0.0643,0.886943,0.937113,0,0.0,0.0,3,32,-0.10266544343256159,0.010540193275204505,1.3738849782916434,2.109124563975036,0.10266544343256162,0.01054019327520451,0.10266544343256162,0.9078941947908645,0.9819092371145997,0.10266544343256162,0.01054019327520451,0.9078941947908645,0.9819092371145997
Tetrahymena Reservoir,3,0.0381,0.1968,0.0387,0.895686,0.954278,0.0569,0.248,0.0615,0.88689,0.935626,0,0.0,0.0,3,33,-0.08760075896186627,0.007673892970694993,1.36346695930848,2.0836996102607688,0.08760075896186621,0.0076738929706949835,0.08760075896186621,0.9097502128627318,0.9844805330780287,0.08760075896186621,0.0076738929706949835,0.9097502128627318,0.9844805330780287
Tetrahymena Reservoir,3,0.0453,0.2148,0.0461,0.892772,0.946825,0.0539,0.2354,0.0554,0.88874,0.938292,0,0.0,0.0,3,34,-0.07330442232933666,0.005373538333037752,1.3532715129609074,2.0598071966929488,0.07330442232933669,0.005373538333037756,0.07330442232933669,0.9112674473594007,0.9864605646020483,0.07330442232933669,0.005373538333037756,0.9112674473594007,0.9864605646020483
Tetrahymena Reservoir,3,0.0529,0.232,0.0538,0.889848,0.939111,0.0469,0.2168,0.047,0.892667,0.945072,0,0.0,0.0,3,35,-0.05895792073249435,0.0034760364170990867,1.3433701556360897,2.0354604370133416,0.05895792073249441,0.003476036417099094,0.05895792073249441,0.9127524238715802,0.9880791715875048,0.05895792073249441,0.003476036417099094,0.9127524238715802,0.9880791715875048
Tetrahymena Reservoir,3,0.062,0.2512,0.0631,0.886331,0.929874,0.0364,0.1945,0.0378,0.898326,0.955213,0,0.0,0.0,3,36,-0.04420403230415503,0.0019539964719467815,1.333777805408674,2.0095652953456487,0.044204032304155094,0.001953996471946787,0.044204032304155094,0.9142552348611273,0.9893891235245701,0.044204032304155094,0.001953996471946787,0.9142552348611273,0.9893891235245701
Tetrahymena Reservoir,3,0.0738,0.2742,0.0752,0.881442,0.917927,0.0228,0.1704,0.029,0.90539,0.968483,0,0.0,0.0,3,37,-0.028997267925064612,0.000840841547117981,1.324191668602481,1.981635344095002,0.028997267925064563,0.0008408415471179781,0.028997267925064563,0.9155155569223198,0.9902669416684764,0.028997267925064563,0.0008408415471179781,0.9155155569223198,0.9902669416684764
Tetrahymena Reservoir,3,0.088,0.2994,0.0896,0.875314,0.903617,0.01,0.1527,0.0233,0.911973,0.980891,0,0.0,0.0,3,38,-0.012449836557866996,0.00015499843031760153,1.314174448444937,1.9496919280260492,0.01244983655786686,0.00015499843031759812,0.01244983655786686,0.9165184286108625,0.9906933904961658,0.01244983655786686,0.00015499843031759812,0.9165184286108625,0.9906933904961658
Tetrahymena Reservoir,3,0.1032,0.3241,0.105,0.868373,0.88829,-0.0031,0.1378,0.019,0.918375,0.993534,0,0.0,0.0,3,39,0.004958803318666676,2.458973035321964e-05,1.303436222619604,1.9150162480624895,0.00495880331866659,2.4589730353218785e-05,0.00495880331866659,0.9169565000525572,0.9904663780745715,0.00495880331866659,2.4589730353218785e-05,0.9169565000525572,0.9904663780745715
Tetrahymena Reservoir,3,0.1183,0.3469,0.1203,0.860795,0.872894,-0.0151,0.1264,0.016,0.92361,1.004937,0,0.0,0.0,3,40,0.0222661497374349,0.0004957814241298723,1.292175226754646,1.8791718987588335,0.022266149737434852,0.0004957814241298702,0.022266149737434852,0.9164790552024819,0.9894797619499873,0.022266149737434852,0.0004957814241298702,0.9164790552024819,0.9894797619499873
Tetrahymena Reservoir,3,0.1338,0.3689,0.1361,0.851976,0.856849,-0.0224,0.1242,0.0154,0.925616,1.011373,0,0.0,0.0,3,41,0.038257747729768546,0.0014636552613546104,1.2808313069069168,1.8440254578723212,0.038257747729768414,0.0014636552613546002,0.038257747729768414,0.9147612160418954,0.9877908365722776,0.038257747729768414,0.0014636552613546002,0.9147612160418954,0.9877908365722776
Tetrahymena Reservoir,3,0.1507,0.3914,0.1532,0.84178,0.839377,-0.0259,0.1285,0.0165,0.92517,1.013916,0,0.0,0.0,3,42,0.05089791749679098,0.002590598005510141,1.2708563919453768,1.8144949833930808,0.05089791749679109,0.0025905980055101526,0.05089791749679109,0.9122496554622822,0.9857949715542766,0.05089791749679109,0.0025905980055101526,0.9122496554622822,0.9857949715542766
Tetrahymena Reservoir,3,0.1592,0.4022,0.1617,0.835526,0.830174,-0.0251,0.1333,0.0178,0.922581,1.012183,0,0.0,0.0,3,43,0.05796196280506722,0.003359589132215996,1.2640829287393274,1.795960683873504,0.05796196280506736,0.003359589132216012,0.05796196280506736,0.9096834931973495,0.9840800230080844,0.05796196280506736,0.003359589132216012,0.9096834931973495,0.9840800230080844
Tetrahymena Reservoir,3,0.1607,0.4039,0.1631,0.833067,0.827908,-0.0219,0.1359,0.0185,0.91927,1.00811,0,0.0,0.0,3,44,0.05776175104530716,0.003336419883820043,1.2624994294527496,1.7917729268874643,0.057761751045307,0.0033364198838200243,0.057761751045307,0.9078270057928055,0.9831682757981378,0.057761751045307,0.0033364198838200243,0.9078270057928055,0.9831682757981378
Tetrahymena Reservoir,3,0.1564,0.3981,0.1585,0.834277,0.831538,-0.0173,0.136,0.0185,0.91613,1.002711,0,0.0,0.0,3,45,0.04940339018217961,0.002440694961492681,1.2672637114078324,1.8040311705564418,0.049403390182179534,0.002440694961492673,0.049403390182179534,0.9071941762354899,0.9832460710645298,0.049403390182179534,0.002440694961492673,0.9071941762354899,0.9832460710645298
Tetrahymena Reservoir,3,0.1453,0.3834,0.147,0.839305,0.841875,-0.0132,0.1316,0.0173,0.913781,0.997912,0,0.0,0.0,3,46,0.033556201376544775,0.0011260186508232255,1.27773600039686,1.8308543694447466,0.03355620137654488,0.0011260186508232324,0.03355620137654488,0.90731759475095,0.9838440790253119,0.03355620137654488,0.0011260186508232324,0.90731759475095,0.9838440790253119
Tetrahymena Reservoir,3,0.1289,0.361,0.1303,0.847067,0.857379,-0.0103,0.1217,0.0148,0.912285,0.994486,0,0.0,0.0,3,47,0.012742060664953005,0.00016236010998934262,1.291853168890708,1.8671224987501158,0.01274206066495297,0.00016236010998934173,0.01274206066495297,0.9075293445782868,0.9841439060828823,0.01274206066495297,0.00016236010998934173,0.9075293445782868,0.9841439060828823
Tetrahymena Reservoir,3,0.1101,0.3332,0.1111,0.856197,0.875425,-0.0058,0.1138,0.013,0.910233,0.989409,0,0.0,0.0,3,48,-0.00956740451420876,9.153522913850217e-05,1.307018264633442,1.9070025511639512,0.009567404514208662,9.153522913850027e-05,0.009567404514208662,0.9075649170177472,0.9836176696487733,0.009567404514208662,9.153522913850027e-05,0.9075649170177472,0.9836176696487733
Tetrahymena Reservoir,3,0.0906,0.302,0.0912,0.865184,0.893969,-0.0005,0.1093,0.0119,0.907466,0.983481,0,0.0,0.0,3,49,-0.03019756172946237,0.0009118927344046904,1.3204574739678003,1.943940324042928,0.030197561729462512,0.0009118927344046989,0.030197561729462512,0.9068251737472027,0.9820934318897864,0.030197561729462512,0.0009118927344046989,0.9068251737472027,0.9820934318897864
Tetrahymena Reservoir,3,0.0752,0.2751,0.0757,0.871401,0.908221,0.0032,0.1074,0.0115,0.904671,0.978897,0,0.0,0.0,3,50,-0.04663466319052462,0.002174791810893672,1.3302218617465977,1.9726340573467454,0.046634663190524624,0.0021747918108936722,0.046634663190524624,0.9051468110498531,0.9799264255184617,0.046634663190524624,0.0021747918108936722,0.9051468110498531,0.9799264255184617
Tetrahymena Reservoir,3,0.0625,0.2506,0.0628,0.874857,0.919515,0.0057,0.1069,0.0114,0.900955,0.975194,0,0.0,0.0,3,51,-0.0573248983833612,0.003286143974662688,1.3349550955155156,1.9880428813878248,0.05732489838336132,0.0032861439746627013,0.05732489838336132,0.9020424815738864,0.9775502873464018,0.05732489838336132,0.0032861439746627013,0.9020424815738864,0.9775502873464018
Tetrahymena Reservoir,3,0.0522,0.229,0.0525,0.876414,0.928166,0.004,0.0974,0.0095,0.898414,0.97535,0,0.0,0.0,3,52,-0.06135222051604858,0.0037640949622498522,1.3347971603361786,1.9900553865771429,0.06135222051604847,0.0037640949622498384,0.06135222051604847,0.8985317911748976,0.9756054419038309,0.06135222051604847,0.0037640949622498384,0.8985317911748976,0.9756054419038309
Tetrahymena Reservoir,3,0.0436,0.2093,0.0438,0.877106,0.935105,-0.0017,0.0756,0.0057,0.897625,0.979369,0,0.0,0.0,3,53,-0.05811808044463555,0.0033777112745691294,1.3298758332135108,1.9791125091826616,0.058118080444635525,0.0033777112745691264,0.058118080444635525,0.8953608820077095,0.9744351707812849,0.058118080444635525,0.0033777112745691264,0.8953608820077095,0.9744351707812849
Tetrahymena Reservoir,3,0.0355,0.189,0.0357,0.877683,0.941474,-0.0102,0.0415,0.0017,0.898247,0.986109,0,0.0,0.0,3,54,-0.04796632866170419,0.0023007686852826244,1.3206703261645856,1.956135109892421,0.04796632866170423,0.0023007686852826287,0.04796632866170423,0.8926752574013324,0.9739135123457398,0.04796632866170423,0.0023007686852826287,0.8926752574013324,0.9739135123457398
Tetrahymena Reservoir,3,0.0288,0.1701,0.0289,0.878019,0.946577,-0.021,-0.0052,0.0,0.900253,0.995125,0,0.0,0.0,3,55,-0.03147065156164998,0.0009904019097147821,1.3076556425835932,1.9227101190617872,0.03147065156164996,0.0009904019097147808,0.03147065156164996,0.8904854267558334,0.9736477962012735,0.03147065156164996,0.0009904019097147808,0.8904854267558334,0.9736477962012735
Tetrahymena Reservoir,3,0.0231,0.1526,0.0233,0.878797,0.950797,-0.0297,-0.0505,0.0025,0.902218,1.002151,0,0.0,0.0,3,56,-0.0098705546810036,9.742784971068209e-05,1.2921554993687083,1.8816240439998928,0.00987055468100353,9.74278497106807e-05,0.00987055468100353,0.8890767741975936,0.9731703657520436,0.00987055468100353,9.74278497106807e-05,0.8890767741975936,0.9731703657520436
Tetrahymena Reservoir,3,0.0199,0.1419,0.0201,0.878768,0.95262,-0.0357,-0.0849,0.0072,0.903349,1.006658,0,0.0,0.0,3,57,0.014323777067312702,0.00020517058947407325,1.2753223818042099,1.835873381624282,0.01432377706731279,0.0002051705894740758,0.01432377706731279,0.887560300601619,0.9717780128684312,0.01432377706731279,0.0002051705894740758,0.887560300601619,0.9717780128684312
Tetrahymena Reservoir,3,0.0196,0.1409,0.0199,0.877617,0.951702,-0.0381,-0.0966,0.0093,0.903067,1.0077,0,0.0,0.0,3,58,0.03781814960960778,0.0014302124398946773,1.259089932190453,1.7912516343384843,0.037818149609607846,0.001430212439894682,0.037818149609607846,0.8857005855777055,0.9693156206075519,0.037818149609607846,0.001430212439894682,0.8857005855777055,0.9693156206075519
Tetrahymena Reservoir,3,0.0213,0.1471,0.0216,0.875349,0.948693,-0.0361,-0.0808,0.0065,0.900653,1.004335,0,0.0,0.0,3,59,0.057215935128935594,0.003273663232678566,1.2452922363987584,1.7539961445556786,0.05721593512893562,0.003273663232678569,0.05721593512893562,0.8833721260077617,0.9661645781164262,0.05721593512893562,0.003273663232678569,0.8833721260077617,0.9661645781164262
